"Date" "GSPC.Open" "GSPC.High" "GSPC.Low" "GSPC.Close" "GSPC.Volume" "GSPC.Adjusted"
"93" 2015-05-15 2122.070068 2123.889893 2116.810059 2122.72998 3092080000 2122.72998
"94" 2015-05-18 2121.300049 2131.780029 2120.01001 2129.199951 2888190000 2129.199951
"95" 2015-05-19 2129.449951 2133.02002 2124.5 2127.830078 3296030000 2127.830078
"96" 2015-05-20 2127.790039 2134.719971 2122.590088 2125.850098 3025880000 2125.850098
"97" 2015-05-21 2125.550049 2134.280029 2122.949951 2130.820068 3070460000 2130.820068
"98" 2015-05-22 2130.360107 2132.149902 2126.060059 2126.060059 2571860000 2126.060059
"99" 2015-05-26 2125.340088 2125.340088 2099.179932 2104.199951 3342130000 2104.199951
"100" 2015-05-27 2105.129883 2126.219971 2105.129883 2123.47998 3127960000 2123.47998
"101" 2015-05-28 2122.27002 2122.27002 2112.860107 2120.790039 2980350000 2120.790039
"102" 2015-05-29 2120.659912 2120.659912 2104.889893 2107.389893 3927390000 2107.389893
"103" 2015-06-01 2108.639893 2119.149902 2102.540039 2111.72998 3011710000 2111.72998
"104" 2015-06-02 2110.409912 2117.590088 2099.139893 2109.600098 3049350000 2109.600098
"105" 2015-06-03 2110.639893 2121.919922 2109.610107 2114.070068 3099980000 2114.070068
"106" 2015-06-04 2112.350098 2112.889893 2093.22998 2095.840088 3200050000 2095.840088
"107" 2015-06-05 2095.090088 2100.98999 2085.669922 2092.830078 3243690000 2092.830078
"108" 2015-06-08 2092.340088 2093.01001 2079.110107 2079.280029 2917150000 2079.280029
"109" 2015-06-09 2079.070068 2085.620117 2072.139893 2080.149902 3034580000 2080.149902
"110" 2015-06-10 2081.120117 2108.5 2081.120117 2105.199951 3414320000 2105.199951
"111" 2015-06-11 2106.23999 2115.02002 2106.23999 2108.860107 3128600000 2108.860107
"112" 2015-06-12 2107.429932 2107.429932 2091.330078 2094.110107 2719400000 2094.110107
"113" 2015-06-15 2091.340088 2091.340088 2072.48999 2084.429932 3061570000 2084.429932
"114" 2015-06-16 2084.26001 2097.399902 2082.100098 2096.290039 2919900000 2096.290039
"115" 2015-06-17 2097.399902 2106.790039 2088.860107 2100.439941 3222240000 2100.439941
"116" 2015-06-18 2101.580078 2126.649902 2101.580078 2121.23999 3520360000 2121.23999
"117" 2015-06-19 2121.060059 2121.639893 2109.449951 2109.98999 4449810000 2109.98999
"118" 2015-06-22 2112.5 2129.870117 2112.5 2122.850098 3030020000 2122.850098
"119" 2015-06-23 2123.159912 2128.030029 2119.889893 2124.199951 3091190000 2124.199951
"120" 2015-06-24 2123.649902 2125.100098 2108.580078 2108.580078 3102480000 2108.580078
"121" 2015-06-25 2109.959961 2116.040039 2101.780029 2102.310059 3214610000 2102.310059
"122" 2015-06-26 2102.620117 2108.919922 2095.379883 2101.48999 5025470000 2101.48999
"123" 2015-06-29 2098.629883 2098.629883 2056.639893 2057.639893 3678960000 2057.639893
"124" 2015-06-30 2061.189941 2074.280029 2056.320068 2063.110107 4078540000 2063.110107
"125" 2015-07-01 2067 2082.780029 2067 2077.419922 3727260000 2077.419922
"126" 2015-07-02 2078.030029 2085.060059 2071.02002 2076.780029 2996540000 2076.780029
"127" 2015-07-06 2073.949951 2078.610107 2058.399902 2068.76001 3486360000 2068.76001
"128" 2015-07-07 2069.52002 2083.73999 2044.02002 2081.340088 4458660000 2081.340088
"129" 2015-07-08 2077.659912 2077.659912 2044.660034 2046.680054 3608780000 2046.680054
"130" 2015-07-09 2049.72998 2074.280029 2049.72998 2051.310059 3446810000 2051.310059
"131" 2015-07-10 2052.73999 2081.310059 2052.73999 2076.620117 3065070000 2076.620117
"132" 2015-07-13 2080.030029 2100.669922 2080.030029 2099.600098 3096730000 2099.600098
"133" 2015-07-14 2099.719971 2111.97998 2098.179932 2108.949951 3002120000 2108.949951
"134" 2015-07-15 2109.01001 2114.139893 2102.48999 2107.399902 3261810000 2107.399902
"135" 2015-07-16 2110.550049 2124.419922 2110.550049 2124.290039 3227080000 2124.290039
"136" 2015-07-17 2126.800049 2128.909912 2119.879883 2126.639893 3362750000 2126.639893
"137" 2015-07-20 2126.850098 2132.820068 2123.659912 2128.280029 3245870000 2128.280029
"138" 2015-07-21 2127.550049 2128.48999 2115.399902 2119.209961 3343690000 2119.209961
"139" 2015-07-22 2118.209961 2118.51001 2110 2114.149902 3694070000 2114.149902
"140" 2015-07-23 2114.159912 2116.870117 2098.629883 2102.149902 3772810000 2102.149902
"141" 2015-07-24 2102.23999 2106.01001 2077.090088 2079.649902 3870040000 2079.649902
"142" 2015-07-27 2078.189941 2078.189941 2063.52002 2067.639893 3836750000 2067.639893
"143" 2015-07-28 2070.75 2095.600098 2069.090088 2093.25 4117740000 2093.25
"144" 2015-07-29 2094.699951 2110.600098 2094.080078 2108.570068 4038900000 2108.570068
"145" 2015-07-30 2106.780029 2110.47998 2094.969971 2108.629883 3579410000 2108.629883
"146" 2015-07-31 2111.600098 2114.23999 2102.070068 2103.840088 3681340000 2103.840088
"147" 2015-08-03 2104.48999 2105.699951 2087.310059 2098.040039 3476770000 2098.040039
"148" 2015-08-04 2097.679932 2102.51001 2088.600098 2093.320068 3546710000 2093.320068
"149" 2015-08-05 2095.27002 2112.659912 2095.27002 2099.840088 3968680000 2099.840088
"150" 2015-08-06 2100.75 2103.320068 2075.530029 2083.560059 4246570000 2083.560059
"151" 2015-08-07 2082.610107 2082.610107 2067.909912 2077.570068 3602320000 2077.570068
"152" 2015-08-10 2080.97998 2105.350098 2080.97998 2104.179932 3514460000 2104.179932
"153" 2015-08-11 2102.659912 2102.659912 2076.48999 2084.070068 3708880000 2084.070068
"154" 2015-08-12 2081.100098 2089.060059 2052.090088 2086.050049 4269130000 2086.050049
"155" 2015-08-13 2086.189941 2092.929932 2078.26001 2083.389893 3221300000 2083.389893
"156" 2015-08-14 2083.149902 2092.449951 2080.610107 2091.540039 2795590000 2091.540039
"157" 2015-08-17 2089.699951 2102.870117 2079.300049 2102.439941 2867690000 2102.439941
"158" 2015-08-18 2101.98999 2103.469971 2094.139893 2096.919922 2949990000 2096.919922
"159" 2015-08-19 2095.689941 2096.169922 2070.530029 2079.610107 3512920000 2079.610107
"160" 2015-08-20 2076.610107 2076.610107 2035.72998 2035.72998 3922470000 2035.72998
"161" 2015-08-21 2034.079956 2034.079956 1970.890015 1970.890015 5018240000 1970.890015
"162" 2015-08-24 1965.150024 1965.150024 1867.01001 1893.209961 6612690000 1893.209961
"163" 2015-08-25 1898.079956 1948.040039 1867.079956 1867.609985 5183560000 1867.609985
"164" 2015-08-26 1872.75 1943.089966 1872.75 1940.51001 5338250000 1940.51001
"165" 2015-08-27 1942.77002 1989.599976 1942.77002 1987.660034 5006390000 1987.660034
"166" 2015-08-28 1986.060059 1993.47998 1975.189941 1988.869995 3949080000 1988.869995
"167" 2015-08-31 1986.72998 1986.72998 1965.97998 1972.180054 3915100000 1972.180054
"168" 2015-09-01 1970.089966 1970.089966 1903.069946 1913.849976 4371850000 1913.849976
"169" 2015-09-02 1916.52002 1948.910034 1916.52002 1948.859985 3742620000 1948.859985
"170" 2015-09-03 1950.790039 1975.01001 1944.719971 1951.130005 3520700000 1951.130005
"171" 2015-09-04 1947.76001 1947.76001 1911.209961 1921.219971 3167090000 1921.219971
"172" 2015-09-08 1927.300049 1970.420044 1927.300049 1969.410034 3548650000 1969.410034
"173" 2015-09-09 1971.449951 1988.630005 1937.880005 1942.040039 3652120000 1942.040039
"174" 2015-09-10 1941.589966 1965.290039 1937.189941 1952.290039 3626320000 1952.290039
"175" 2015-09-11 1951.449951 1961.050049 1939.189941 1961.050049 3218590000 1961.050049
"176" 2015-09-14 1963.060059 1963.060059 1948.27002 1953.030029 3000200000 1953.030029
"177" 2015-09-15 1955.099976 1983.189941 1954.300049 1978.089966 3239860000 1978.089966
"178" 2015-09-16 1978.02002 1997.26001 1977.930054 1995.310059 3630680000 1995.310059
"179" 2015-09-17 1995.329956 2020.859985 1986.72998 1990.199951 4183790000 1990.199951
"180" 2015-09-18 1989.660034 1989.660034 1953.449951 1958.030029 6021240000 1958.030029
"181" 2015-09-21 1960.839966 1979.640015 1955.800049 1966.969971 3269350000 1966.969971
"182" 2015-09-22 1961.390015 1961.390015 1929.219971 1942.73999 3808260000 1942.73999
"183" 2015-09-23 1943.23999 1949.52002 1932.569946 1938.76001 3190530000 1938.76001
"184" 2015-09-24 1934.810059 1937.170044 1908.920044 1932.23999 4091530000 1932.23999
"185" 2015-09-25 1935.930054 1952.890015 1921.5 1931.339966 3721870000 1931.339966
"186" 2015-09-28 1929.180054 1929.180054 1879.209961 1881.77002 4326660000 1881.77002
"187" 2015-09-29 1881.900024 1899.47998 1871.910034 1884.089966 4132390000 1884.089966
"188" 2015-09-30 1887.140015 1920.530029 1887.140015 1920.030029 4525070000 1920.030029
"189" 2015-10-01 1919.650024 1927.209961 1900.699951 1923.819946 3983600000 1923.819946
"190" 2015-10-02 1921.77002 1951.359985 1893.699951 1951.359985 4378570000 1951.359985
"191" 2015-10-05 1954.329956 1989.170044 1954.329956 1987.050049 4334490000 1987.050049
"192" 2015-10-06 1986.630005 1991.619995 1971.98999 1979.920044 4202400000 1979.920044
"193" 2015-10-07 1982.339966 1999.310059 1976.439941 1995.829956 4666470000 1995.829956
"194" 2015-10-08 1994.01001 2016.5 1987.530029 2013.430054 3939140000 2013.430054
"195" 2015-10-09 2013.72998 2020.130005 2007.609985 2014.890015 3706900000 2014.890015
"196" 2015-10-12 2015.650024 2018.660034 2010.550049 2017.459961 2893250000 2017.459961
"197" 2015-10-13 2015 2022.339966 2001.780029 2003.689941 3401920000 2003.689941
"198" 2015-10-14 2003.660034 2009.560059 1990.72998 1994.23999 3644590000 1994.23999
"199" 2015-10-15 1996.469971 2024.150024 1996.469971 2023.859985 3746290000 2023.859985
"200" 2015-10-16 2024.369995 2033.540039 2020.459961 2033.109985 3595430000 2033.109985
"201" 2015-10-19 2031.72998 2034.449951 2022.310059 2033.660034 3287320000 2033.660034
"202" 2015-10-20 2033.130005 2039.119995 2026.609985 2030.77002 3331500000 2030.77002
"203" 2015-10-21 2033.469971 2037.969971 2017.219971 2018.939941 3627790000 2018.939941
"204" 2015-10-22 2021.880005 2055.199951 2021.880005 2052.51001 4430850000 2052.51001
"205" 2015-10-23 2058.189941 2079.73999 2058.189941 2075.149902 4108460000 2075.149902
"206" 2015-10-26 2075.080078 2075.139893 2066.530029 2071.179932 3385800000 2071.179932
"207" 2015-10-27 2068.75 2070.370117 2058.840088 2065.889893 4216880000 2065.889893
"208" 2015-10-28 2066.47998 2090.350098 2063.110107 2090.350098 4698110000 2090.350098
"209" 2015-10-29 2088.350098 2092.52002 2082.629883 2089.409912 4008940000 2089.409912
"210" 2015-10-30 2090 2094.320068 2079.340088 2079.360107 4256200000 2079.360107
"211" 2015-11-02 2080.76001 2106.199951 2080.76001 2104.050049 3760020000 2104.050049
"212" 2015-11-03 2102.629883 2116.47998 2097.51001 2109.790039 4272060000 2109.790039
"213" 2015-11-04 2110.600098 2114.590088 2096.97998 2102.310059 4078870000 2102.310059
"214" 2015-11-05 2101.679932 2108.780029 2090.409912 2099.929932 4051890000 2099.929932
"215" 2015-11-06 2098.600098 2101.909912 2083.73999 2099.199951 4369020000 2099.199951
"216" 2015-11-09 2096.560059 2096.560059 2068.23999 2078.580078 3882350000 2078.580078
"217" 2015-11-10 2077.189941 2083.669922 2069.909912 2081.719971 3821440000 2081.719971
"218" 2015-11-11 2083.409912 2086.939941 2074.850098 2075 3692410000 2075
"219" 2015-11-12 2072.290039 2072.290039 2045.660034 2045.969971 4016370000 2045.969971
"220" 2015-11-13 2044.640015 2044.640015 2022.02002 2023.040039 4278750000 2023.040039
"221" 2015-11-16 2022.079956 2053.219971 2019.390015 2053.189941 3741240000 2053.189941
"222" 2015-11-17 2053.669922 2066.689941 2045.900024 2050.439941 4427350000 2050.439941
"223" 2015-11-18 2051.98999 2085.310059 2051.98999 2083.580078 3926390000 2083.580078
"224" 2015-11-19 2083.699951 2086.73999 2078.76001 2081.23999 3628110000 2081.23999
"225" 2015-11-20 2082.820068 2097.060059 2082.820068 2089.169922 3929600000 2089.169922
"226" 2015-11-23 2089.409912 2095.610107 2081.389893 2086.590088 3587980000 2086.590088
"227" 2015-11-24 2084.419922 2094.120117 2070.290039 2089.139893 3884930000 2089.139893
"228" 2015-11-25 2089.300049 2093 2086.300049 2088.870117 2852940000 2088.870117
"229" 2015-11-27 2088.820068 2093.290039 2084.129883 2090.110107 1466840000 2090.110107
"230" 2015-11-30 2090.949951 2093.810059 2080.409912 2080.409912 4275030000 2080.409912
"231" 2015-12-01 2082.929932 2103.370117 2082.929932 2102.629883 3712120000 2102.629883
"232" 2015-12-02 2101.709961 2104.27002 2077.110107 2079.51001 3950640000 2079.51001
"233" 2015-12-03 2080.709961 2085 2042.349976 2049.620117 4306490000 2049.620117
"234" 2015-12-04 2051.23999 2093.840088 2051.23999 2091.689941 4214910000 2091.689941
"235" 2015-12-07 2090.419922 2090.419922 2066.780029 2077.070068 4043820000 2077.070068
"236" 2015-12-08 2073.389893 2073.850098 2052.320068 2063.590088 4173570000 2063.590088
"237" 2015-12-09 2061.169922 2080.330078 2036.530029 2047.619995 4385250000 2047.619995
"238" 2015-12-10 2047.930054 2067.649902 2045.670044 2052.22998 3715150000 2052.22998
"239" 2015-12-11 2047.27002 2047.27002 2008.800049 2012.369995 4301060000 2012.369995
"240" 2015-12-14 2013.369995 2022.920044 1993.26001 2021.939941 4612440000 2021.939941
"241" 2015-12-15 2025.550049 2053.870117 2025.550049 2043.410034 4353540000 2043.410034
"242" 2015-12-16 2046.5 2076.719971 2042.430054 2073.070068 4635450000 2073.070068
"243" 2015-12-17 2073.76001 2076.370117 2041.660034 2041.890015 4327390000 2041.890015
"244" 2015-12-18 2040.810059 2040.810059 2005.329956 2005.550049 6683070000 2005.550049
"245" 2015-12-21 2010.27002 2022.900024 2005.930054 2021.150024 3760280000 2021.150024
"246" 2015-12-22 2023.150024 2042.73999 2020.48999 2038.969971 3520860000 2038.969971
"247" 2015-12-23 2042.199951 2064.72998 2042.199951 2064.290039 3484090000 2064.290039
"248" 2015-12-24 2063.52002 2067.360107 2058.72998 2060.98999 1411860000 2060.98999
"249" 2015-12-28 2057.77002 2057.77002 2044.199951 2056.5 2492510000 2056.5
"250" 2015-12-29 2060.540039 2081.560059 2060.540039 2078.360107 2.542e+09 2078.360107
"251" 2015-12-30 2077.340088 2077.340088 2061.969971 2063.360107 2367430000 2063.360107
"252" 2015-12-31 2060.590088 2062.540039 2043.619995 2043.939941 2655330000 2043.939941
"253" 2016-01-04 2038.199951 2038.199951 1989.680054 2012.660034 4304880000 2012.660034
"254" 2016-01-05 2013.780029 2021.939941 2004.170044 2016.709961 3706620000 2016.709961
"255" 2016-01-06 2011.709961 2011.709961 1979.050049 1990.26001 4336660000 1990.26001
"256" 2016-01-07 1985.319946 1985.319946 1938.829956 1943.089966 5076590000 1943.089966
"257" 2016-01-08 1945.969971 1960.400024 1918.459961 1922.030029 4664940000 1922.030029
"258" 2016-01-11 1926.119995 1935.650024 1901.099976 1923.670044 4607290000 1923.670044
"259" 2016-01-12 1927.829956 1947.380005 1914.349976 1938.680054 4887260000 1938.680054
"260" 2016-01-13 1940.339966 1950.329956 1886.410034 1890.280029 5087030000 1890.280029
"261" 2016-01-14 1891.680054 1934.469971 1878.930054 1921.839966 5241110000 1921.839966
"262" 2016-01-15 1916.680054 1916.680054 1857.829956 1880.329956 5468460000 1880.329956
"263" 2016-01-19 1888.660034 1901.439941 1864.599976 1881.329956 4928350000 1881.329956
"264" 2016-01-20 1876.180054 1876.180054 1812.290039 1859.329956 6416070000 1859.329956
"265" 2016-01-21 1861.459961 1889.849976 1848.97998 1868.98999 5078810000 1868.98999
"266" 2016-01-22 1877.400024 1908.849976 1877.400024 1906.900024 4901760000 1906.900024
"267" 2016-01-25 1906.280029 1906.280029 1875.969971 1877.079956 4401380000 1877.079956
"268" 2016-01-26 1878.790039 1906.72998 1878.790039 1903.630005 4357940000 1903.630005
"269" 2016-01-27 1902.52002 1916.98999 1872.699951 1882.949951 4754040000 1882.949951
"270" 2016-01-28 1885.219971 1902.959961 1873.650024 1893.359985 4693010000 1893.359985
"271" 2016-01-29 1894 1940.23999 1894 1940.23999 5497570000 1940.23999
"272" 2016-02-01 1936.939941 1947.199951 1920.300049 1939.380005 4322530000 1939.380005
"273" 2016-02-02 1935.26001 1935.26001 1897.290039 1903.030029 4463190000 1903.030029
"274" 2016-02-03 1907.069946 1918.01001 1872.22998 1912.530029 5172950000 1912.530029
"275" 2016-02-04 1911.670044 1927.349976 1900.52002 1915.449951 5193320000 1915.449951
"276" 2016-02-05 1913.069946 1913.069946 1872.650024 1880.050049 4929940000 1880.050049
"277" 2016-02-08 1873.25 1873.25 1828.459961 1853.439941 5636460000 1853.439941
"278" 2016-02-09 1848.459961 1868.25 1834.939941 1852.209961 5183220000 1852.209961
"279" 2016-02-10 1857.099976 1881.599976 1850.319946 1851.859985 4471170000 1851.859985
"280" 2016-02-11 1847 1847 1810.099976 1829.079956 5500800000 1829.079956
"281" 2016-02-12 1833.400024 1864.780029 1833.400024 1864.780029 4696920000 1864.780029
"282" 2016-02-16 1871.439941 1895.77002 1871.439941 1895.579956 4570670000 1895.579956
"283" 2016-02-17 1898.800049 1930.680054 1898.800049 1926.819946 5011540000 1926.819946
"284" 2016-02-18 1927.569946 1930 1915.089966 1917.829956 4436490000 1917.829956
"285" 2016-02-19 1916.73999 1918.780029 1902.170044 1917.780029 4142850000 1917.780029
"286" 2016-02-22 1924.439941 1946.699951 1924.439941 1945.5 4054710000 1945.5
"287" 2016-02-23 1942.380005 1942.380005 1919.439941 1921.27002 3890650000 1921.27002
"288" 2016-02-24 1917.560059 1932.079956 1891 1929.800049 4317250000 1929.800049
"289" 2016-02-25 1931.869995 1951.829956 1925.410034 1951.699951 4118210000 1951.699951
"290" 2016-02-26 1954.949951 1962.959961 1945.780029 1948.050049 4348510000 1948.050049
"291" 2016-02-29 1947.130005 1958.27002 1931.810059 1932.22998 4588180000 1932.22998
"292" 2016-03-01 1937.089966 1978.349976 1937.089966 1978.349976 4819750000 1978.349976
"293" 2016-03-02 1976.599976 1986.51001 1968.800049 1986.449951 4666610000 1986.449951
"294" 2016-03-03 1985.599976 1993.689941 1977.369995 1993.400024 5081700000 1993.400024
"295" 2016-03-04 1994.01001 2009.130005 1986.77002 1999.98999 6049930000 1999.98999
"296" 2016-03-07 1996.109985 2006.119995 1989.380005 2001.76001 4968180000 2001.76001
"297" 2016-03-08 1996.880005 1996.880005 1977.430054 1979.26001 4641650000 1979.26001
"298" 2016-03-09 1981.439941 1992.689941 1979.839966 1989.26001 4038120000 1989.26001
"299" 2016-03-10 1990.969971 2005.079956 1969.25 1989.569946 4376790000 1989.569946
"300" 2016-03-11 1994.709961 2022.369995 1994.709961 2022.189941 4078620000 2022.189941
"301" 2016-03-14 2019.27002 2024.569946 2012.050049 2019.640015 3487850000 2019.640015
"302" 2016-03-15 2015.27002 2015.939941 2005.22998 2015.930054 3560280000 2015.930054
"303" 2016-03-16 2014.23999 2032.02002 2010.040039 2027.219971 4057020000 2027.219971
